battery_id,voltage,current,temperature,capacity,cycle_count,status
BATT04427,3.27,0.77,21.7,1427,27,OK
BATT04428,3.28,0.78,21.8,1428,28,OK
BATT04429,3.29,0.79,21.9,1429,29,OK
BATT04430,3.3,0.8,22.0,1430,30,WARN
BATT04431,3.31,0.81,22.1,1431,31,OK
BATT04432,3.32,0.82,22.2,1432,32,OK
BATT04433,3.33,0.83,22.3,1433,33,OK
BATT04434,3.34,0.84,22.4,1434,34,OK
BATT04435,3.35,0.85,22.5,1435,35,OK
BATT04436,3.36,0.86,22.6,1436,36,OK
BATT04437,3.37,0.87,22.7,1437,37,OK
BATT04438,3.38,0.88,22.8,1438,38,OK
BATT04439,3.39,0.89,22.9,1439,39,OK
BATT04440,3.4,0.9,20.0,1440,40,WARN
BATT04441,3.41,0.91,20.1,1441,41,OK
BATT04442,3.42,0.92,20.2,1442,42,OK
BATT04443,3.43,0.93,20.3,1443,43,OK
BATT04444,3.44,0.94,20.4,1444,44,OK
BATT04445,3.45,0.95,20.5,1445,45,OK
BATT04446,3.46,0.96,20.6,1446,46,OK
BATT04447,3.47,0.97,20.7,1447,47,OK
BATT04448,3.48,0.98,20.8,1448,48,OK
BATT04449,3.49,0.99,20.9,1449,49,OK
BATT04450,3.5,0.5,21.0,1450,50,WARN
BATT04451,3.51,0.51,21.1,1451,51,OK
BATT04452,3.52,0.52,21.2,1452,52,OK
BATT04453,3.53,0.53,21.3,1453,53,OK
BATT04454,3.54,0.54,21.4,1454,54,OK
BATT04455,3.55,0.55,21.5,1455,55,OK
BATT04456,3.56,0.56,21.6,1456,56,OK
BATT04457,3.57,0.57,21.7,1457,57,OK
BATT04458,3.58,0.58,21.8,1458,58,OK
BATT04459,3.59,0.59,21.9,1459,59,OK
BATT04460,3.6,0.6,22.0,1460,60,WARN
BATT04461,3.61,0.61,22.1,1461,61,OK
BATT04462,3.62,0.62,22.2,1462,62,OK
BATT04463,3.63,0.63,22.3,1463,63,OK
BATT04464,3.64,0.64,22.4,1464,64,OK
BATT04465,3.65,0.65,22.5,1465,65,OK
BATT04466,3.66,0.66,22.6,1466,66,OK
BATT04467,3.67,0.67,22.7,1467,67,OK
BATT04468,3.68,0.68,22.8,1468,68,OK
BATT04469,3.69,0.69,22.9,1469,69,OK
BATT04470,3.7,0.7,20.0,1470,70,WARN
BATT04471,3.71,0.71,20.1,1471,71,OK
BATT04472,3.72,0.72,20.2,1472,72,OK
BATT04473,3.73,0.73,20.3,1473,73,OK
BATT04474,3.74,0.74,20.4,1474,74,OK
BATT04475,3.75,0.75,20.5,1475,75,OK
BATT04476,3.76,0.76,20.6,1476,76,OK
BATT04477,3.77,0.77,20.7,1477,77,OK
BATT04478,3.78,0.78,20.8,1478,78,OK
BATT04479,3.79,0.79,20.9,1479,79,OK
BATT04480,3.8,0.8,21.0,1480,80,WARN
BATT04481,3.81,0.81,21.1,1481,81,OK
BATT04482,3.82,0.82,21.2,1482,82,OK
BATT04483,3.83,0.83,21.3,1483,83,OK
BATT04484,3.84,0.84,21.4,1484,84,OK
BATT04485,3.85,0.85,21.5,1485,85,OK
BATT04486,3.86,0.86,21.6,1486,86,OK
BATT04487,3.87,0.87,21.7,1487,87,OK
BATT04488,3.88,0.88,21.8,1488,88,OK
BATT04489,3.89,0.89,21.9,1489,89,OK
BATT04490,3.9,0.9,22.0,1490,90,WARN
BATT04491,3.91,0.91,22.1,1491,91,OK
BATT04492,3.92,0.92,22.2,1492,92,OK
BATT04493,3.93,0.93,22.3,1493,93,OK
BATT04494,3.94,0.94,22.4,1494,94,OK
BATT04495,3.95,0.95,22.5,1495,95,OK
BATT04496,3.96,0.96,22.6,1496,96,OK
BATT04497,3.97,0.97,22.7,1497,97,OK
BATT04498,3.98,0.98,22.8,1498,98,OK
BATT04499,3.99,0.99,22.9,1499,99,OK
BATT04500,3.0,0.5,20.0,1000,0,WARN
BATT04501,3.01,0.51,20.1,1001,1,OK
BATT04502,3.02,0.52,20.2,1002,2,OK
BATT04503,3.03,0.53,20.3,1003,3,OK
BATT04504,3.04,0.54,20.4,1004,4,OK
BATT04505,3.05,0.55,20.5,1005,5,OK
BATT04506,3.06,0.56,20.6,1006,6,OK
BATT04507,3.07,0.57,20.7,1007,7,OK
BATT04508,3.08,0.58,20.8,1008,8,OK
BATT04509,3.09,0.59,20.9,1009,9,OK
BATT04510,3.1,0.6,21.0,1010,10,WARN
BATT04511,3.11,0.61,21.1,1011,11,OK
BATT04512,3.12,0.62,21.2,1012,12,OK
BATT04513,3.13,0.63,21.3,1013,13,OK
BATT04514,3.14,0.64,21.4,1014,14,OK
BATT04515,3.15,0.65,21.5,1015,15,OK
BATT04516,3.16,0.66,21.6,1016,16,OK
BATT04517,3.17,0.67,21.7,1017,17,OK
BATT04518,3.18,0.68,21.8,1018,18,OK
BATT04519,3.19,0.69,21.9,1019,19,OK
BATT04520,3.2,0.7,22.0,1020,20,WARN
BATT04521,3.21,0.71,22.1,1021,21,OK
BATT04522,3.22,0.72,22.2,1022,22,OK
BATT04523,3.23,0.73,22.3,1023,23,OK
BATT04524,3.24,0.74,22.4,1024,24,OK
BATT04525,3.25,0.75,22.5,1025,25,OK
BATT04526,3.26,0.76,22.6,1026,26,OK
BATT04527,3.27,0.77,22.7,1027,27,OK
BATT04528,3.28,0.78,22.8,1028,28,OK
BATT04529,3.29,0.79,22.9,1029,29,OK
BATT04530,3.3,0.8,20.0,1030,30,WARN
BATT04531,3.31,0.81,20.1,1031,31,OK
BATT04532,3.32,0.82,20.2,1032,32,OK
BATT04533,3.33,0.83,20.3,1033,33,OK
BATT04534,3.34,0.84,20.4,1034,34,OK
BATT04535,3.35,0.85,20.5,1035,35,OK
BATT04536,3.36,0.86,20.6,1036,36,OK
BATT04537,3.37,0.87,20.7,1037,37,OK
BATT04538,3.38,0.88,20.8,1038,38,OK
BATT04539,3.39,0.89,20.9,1039,39,OK
BATT04540,3.4,0.9,21.0,1040,40,WARN
BATT04541,3.41,0.91,21.1,1041,41,OK
BATT04542,3.42,0.92,21.2,1042,42,OK
BATT04543,3.43,0.93,21.3,1043,43,OK
BATT04544,3.44,0.94,21.4,1044,44,OK
BATT04545,3.45,0.95,21.5,1045,45,OK
BATT04546,3.46,0.96,21.6,1046,46,OK
BATT04547,3.47,0.97,21.7,1047,47,OK
BATT04548,3.48,0.98,21.8,1048,48,OK
BATT04549,3.49,0.99,21.9,1049,49,OK
BATT04550,3.5,0.5,22.0,1050,50,WARN
BATT04551,3.51,0.51,22.1,1051,51,OK
BATT04552,3.52,0.52,22.2,1052,52,OK
BATT04553,3.53,0.53,22.3,1053,53,OK
BATT04554,3.54,0.54,22.4,1054,54,OK
BATT04555,3.55,0.55,22.5,1055,55,OK
BATT04556,3.56,0.56,22.6,1056,56,OK
BATT04557,3.57,0.57,22.7,1057,57,OK
BATT04558,3.58,0.58,22.8,1058,58,OK
BATT04559,3.59,0.59,22.9,1059,59,OK
BATT04560,3.6,0.6,20.0,1060,60,WARN
BATT04561,3.61,0.61,20.1,1061,61,OK
BATT04562,3.62,0.62,20.2,1062,62,OK
BATT04563,3.63,0.63,20.3,1063,63,OK
BATT04564,3.64,0.64,20.4,1064,64,OK
BATT04565,3.65,0.65,20.5,1065,65,OK
BATT04566,3.66,0.66,20.6,1066,66,OK
BATT04567,3.67,0.67,20.7,1067,67,OK
BATT04568,3.68,0.68,20.8,1068,68,OK
BATT04569,3.69,0.69,20.9,1069,69,OK
BATT04570,3.7,0.7,21.0,1070,70,WARN
BATT04571,3.71,0.71,21.1,1071,71,OK
BATT04572,3.72,0.72,21.2,1072,72,OK
BATT04573,3.73,0.73,21.3,1073,73,OK
BATT04574,3.74,0.74,21.4,1074,74,OK
BATT04575,3.75,0.75,21.5,1075,75,OK
BATT04576,3.76,0.76,21.6,1076,76,OK
BATT04577,3.77,0.77,21.7,1077,77,OK
BATT04578,3.78,0.78,21.8,1078,78,OK
BATT04579,3.79,0.79,21.9,1079,79,OK
BATT04580,3.8,0.8,22.0,1080,80,WARN
BATT04581,3.81,0.81,22.1,1081,81,OK
BATT04582,3.82,0.82,22.2,1082,82,OK
BATT04583,3.83,0.83,22.3,1083,83,OK
BATT04584,3.84,0.84,22.4,1084,84,OK
BATT04585,3.85,0.85,22.5,1085,85,OK
BATT04586,3.86,0.86,22.6,1086,86,OK
BATT04587,3.87,0.87,22.7,1087,87,OK
BATT04588,3.88,0.88,22.8,1088,88,OK
BATT04589,3.89,0.89,22.9,1089,89,OK
BATT04590,3.9,0.9,20.0,1090,90,WARN
BATT04591,3.91,0.91,20.1,1091,91,OK
BATT04592,3.92,0.92,20.2,1092,92,OK
BATT04593,3.93,0.93,20.3,1093,93,OK
BATT04594,3.94,0.94,20.4,1094,94,OK
BATT04595,3.95,0.95,20.5,1095,95,OK
BATT04596,3.96,0.96,20.6,1096,96,OK
BATT04597,3.97,0.97,20.7,1097,97,OK
BATT04598,3.98,0.98,20.8,1098,98,OK
BATT04599,3.99,0.99,20.9,1099,99,OK
BATT04600,3.0,0.5,21.0,1100,0,WARN
BATT04601,3.01,0.51,21.1,1101,1,OK
BATT04602,3.02,0.52,21.2,1102,2,OK
BATT04603,3.03,0.53,21.3,1103,3,OK
BATT04604,3.04,0.54,21.4,1104,4,OK
BATT04605,3.05,0.55,21.5,1105,5,OK
BATT04606,3.06,0.56,21.6,1106,6,OK
BATT04607,3.07,0.57,21.7,1107,7,OK
BATT04608,3.08,0.58,21.8,1108,8,OK
BATT04609,3.09,0.59,21.9,1109,9,OK
BATT04610,3.1,0.6,22.0,1110,10,WARN
BATT04611,3.11,0.61,22.1,1111,11,OK
BATT04612,3.12,0.62,22.2,1112,12,OK
BATT04613,3.13,0.63,22.3,1113,13,OK
BATT04614,3.14,0.64,22.4,1114,14,OK
BATT04615,3.15,0.65,22.5,1115,15,OK
BATT04616,3.16,0.66,22.6,1116,16,OK
BATT04617,3.17,0.67,22.7,1117,17,OK
BATT04618,3.18,0.68,22.8,1118,18,OK
BATT04619,3.19,0.69,22.9,1119,19,OK
BATT04620,3.2,0.7,20.0,1120,20,WARN
BATT04621,3.21,0.71,20.1,1121,21,OK
BATT04622,3.22,0.72,20.2,1122,22,OK
BATT04623,3.23,0.73,20.3,1123,23,OK
BATT04624,3.24,0.74,20.4,1124,24,OK
BATT04625,3.25,0.75,20.5,1125,25,OK
BATT04626,3.26,0.76,20.6,1126,26,OK
BATT04627,3.27,0.77,20.7,1127,27,OK
BATT04628,3.28,0.78,20.8,1128,28,OK
BATT04629,3.29,0.79,20.9,1129,29,OK
BATT04630,3.3,0.8,21.0,1130,30,WARN
BATT04631,3.31,0.81,21.1,1131,31,OK
BATT04632,3.32,0.82,21.2,1132,32,OK
BATT04633,3.33,0.83,21.3,1133,33,OK
BATT04634,3.34,0.84,21.4,1134,34,OK
BATT04635,3.35,0.85,21.5,1135,35,OK
BATT04636,3.36,0.86,21.6,1136,36,OK
BATT04637,3.37,0.87,21.7,1137,37,OK
BATT04638,3.38,0.88,21.8,1138,38,OK
BATT04639,3.39,0.89,21.9,1139,39,OK
BATT04640,3.4,0.9,22.0,1140,40,WARN
BATT04641,3.41,0.91,22.1,1141,41,OK
BATT04642,3.42,0.92,22.2,1142,42,OK
BATT04643,3.43,0.93,22.3,1143,43,OK
BATT04644,3.44,0.94,22.4,1144,44,OK
BATT04645,3.45,0.95,22.5,1145,45,OK
BATT04646,3.46,0.96,22.6,1146,46,OK
BATT04647,3.47,0.97,22.7,1147,47,OK
BATT04648,3.48,0.98,22.8,1148,48,OK
BATT04649,3.49,0.99,22.9,1149,49,OK
BATT04650,3.5,0.5,20.0,1150,50,WARN
BATT04651,3.51,0.51,20.1,1151,51,OK
BATT04652,3.52,0.52,20.2,1152,52,OK
BATT04653,3.53,0.53,20.3,1153,53,OK
BATT04654,3.54,0.54,20.4,1154,54,OK
BATT04655,3.55,0.55,20.5,1155,55,OK
BATT04656,3.56,0.56,20.6,1156,56,OK
BATT04657,3.57,0.57,20.7,1157,57,OK
BATT04658,3.58,0.58,20.8,1158,58,OK
BATT04659,3.59,0.59,20.9,1159,59,OK
BATT04660,3.6,0.6,21.0,1160,60,WARN
BATT04661,3.61,0.61,21.1,1161,61,OK
BATT04662,3.62,0.62,21.2,1162,62,OK
BATT04663,3.63,0.63,21.3,1163,63,OK
BATT04664,3.64,0.64,21.4,1164,64,OK
BATT04665,3.65,0.65,21.5,1165,65,OK
BATT04666,3.66,0.66,21.6,1166,66,OK
BATT04667,3.67,0.67,21.7,1167,67,OK
BATT04668,3.68,0.68,21.8,1168,68,OK
BATT04669,3.69,0.69,21.9,1169,69,OK
BATT04670,3.7,0.7,22.0,1170,70,WARN
BATT04671,3.71,0.71,22.1,1171,71,OK
BATT04672,3.72,0.72,22.2,1172,72,OK
BATT04673,3.73,0.73,22.3,1173,73,OK
BATT04674,3.74,0.74,22.4,1174,74,OK
BATT04675,3.75,0.75,22.5,1175,75,OK
BATT04676,3.76,0.76,22.6,1176,76,OK
BATT04677,3.77,0.77,22.7,1177,77,OK
BATT04678,3.78,0.78,22.8,1178,78,OK
BATT04679,3.79,0.79,22.9,1179,79,OK
BATT04680,3.8,0.8,20.0,1180,80,WARN
BATT04681,3.81,0.81,20.1,1181,81,OK
BATT04682,3.82,0.82,20.2,1182,82,OK
BATT04683,3.83,0.83,20.3,1183,83,OK
BATT04684,3.84,0.84,20.4,1184,84,OK
BATT04685,3.85,0.85,20.5,1185,85,OK
BATT04686,3.86,0.86,20.6,1186,86,OK
BATT04687,3.87,0.87,20.7,1187,87,OK
BATT04688,3.88,0.88,20.8,1188,88,OK
BATT04689,3.89,0.89,20.9,1189,89,OK
BATT04690,3.9,0.9,21.0,1190,90,WARN
BATT04691,3.91,0.91,21.1,1191,91,OK
BATT04692,3.92,0.92,21.2,1192,92,OK
BATT04693,3.93,0.93,21.3,1193,93,OK
BATT04694,3.94,0.94,21.4,1194,94,OK
BATT04695,3.95,0.95,21.5,1195,95,OK
BATT04696,3.96,0.96,21.6,1196,96,OK
BATT04697,3.97,0.97,21.7,1197,97,OK
BATT04698,3.98,0.98,21.8,1198,98,OK
BATT04699,3.99,0.99,21.9,1199,99,OK
BATT04700,3.0,0.5,22.0,1200,0,WARN
BATT04701,3.01,0.51,22.1,1201,1,OK
BATT04702,3.02,0.52,22.2,1202,2,OK
BATT04703,3.03,0.53,22.3,1203,3,OK
BATT04704,3.04,0.54,22.4,1204,4,OK
BATT04705,3.05,0.55,22.5,1205,5,OK
BATT04706,3.06,0.56,22.6,1206,6,OK
BATT04707,3.07,0.57,22.7,1207,7,OK
BATT04708,3.08,0.58,22.8,1208,8,OK
BATT04709,3.09,0.59,22.9,1209,9,OK
BATT04710,3.1,0.6,20.0,1210,10,WARN
BATT04711,3.11,0.61,20.1,1211,11,OK
BATT04712,3.12,0.62,20.2,1212,12,OK
BATT04713,3.13,0.63,20.3,1213,13,OK
BATT04714,3.14,0.64,20.4,1214,14,OK
BATT04715,3.15,0.65,20.5,1215,15,OK
BATT04716,3.16,0.66,20.6,1216,16,OK
BATT04717,3.17,0.67,20.7,1217,17,OK
BATT04718,3.18,0.68,20.8,1218,18,OK
BATT04719,3.19,0.69,20.9,1219,19,OK
BATT04720,3.2,0.7,21.0,1220,20,WARN
BATT04721,3.21,0.71,21.1,1221,21,OK
BATT04722,3.22,0.72,21.2,1222,22,OK
BATT04723,3.23,0.73,21.3,1223,23,OK
BATT04724,3.24,0.74,21.4,1224,24,OK
BATT04725,3.25,0.75,21.5,1225,25,OK
BATT04726,3.26,0.76,21.6,1226,26,OK
BATT04727,3.27,0.77,21.7,1227,27,OK
BATT04728,3.28,0.78,21.8,1228,28,OK
BATT04729,3.29,0.79,21.9,1229,29,OK
BATT04730,3.3,0.8,22.0,1230,30,WARN
BATT04731,3.31,0.81,22.1,1231,31,OK
BATT04732,3.32,0.82,22.2,1232,32,OK
BATT04733,3.33,0.83,22.3,1233,33,OK
BATT04734,3.34,0.84,22.4,1234,34,OK
BATT04735,3.35,0.85,22.5,1235,35,OK
BATT04736,3.36,0.86,22.6,1236,36,OK
BATT04737,3.37,0.87,22.7,1237,37,OK
BATT04738,3.38,0.88,22.8,1238,38,OK
BATT04739,3.39,0.89,22.9,1239,39,OK
BATT04740,3.4,0.9,20.0,1240,40,WARN
BATT04741,3.41,0.91,20.1,1241,41,OK
BATT04742,3.42,0.92,20.2,1242,42,OK
BATT04743,3.43,0.93,20.3,1243,43,OK
BATT04744,3.44,0.94,20.4,1244,44,OK
BATT04745,3.45,0.95,20.5,1245,45,OK
BATT04746,3.46,0.96,20.6,1246,46,OK
BATT04747,3.47,0.97,20.7,1247,47,OK
BATT04748,3.48,0.98,20.8,1248,48,OK
BATT04749,3.49,0.99,20.9,1249,49,OK
BATT04750,3.5,0.5,21.0,1250,50,WARN
BATT04751,3.51,0.51,21.1,1251,51,OK
BATT04752,3.52,0.52,21.2,1252,52,OK
BATT04753,3.53,0.53,21.3,1253,53,OK
BATT04754,3.54,0.54,21.4,1254,54,OK
BATT04755,3.55,0.55,21.5,1255,55,OK
BATT04756,3.56,0.56,21.6,1256,56,OK
BATT04757,3.57,0.57,21.7,1257,57,OK
BATT04758,3.58,0.58,21.8,1258,58,OK
BATT04759,3.59,0.59,21.9,1259,59,OK
BATT04760,3.6,0.6,22.0,1260,60,WARN
BATT04761,3.61,0.61,22.1,1261,61,OK
BATT04762,3.62,0.62,22.2,1262,62,OK
BATT04763,3.63,0.63,22.3,1263,63,OK
BATT04764,3.64,0.64,22.4,1264,64,OK
BATT04765,3.65,0.65,22.5,1265,65,OK
BATT04766,3.66,0.66,22.6,1266,66,OK
BATT04767,3.67,0.67,22.7,1267,67,OK
BATT04768,3.68,0.68,22.8,1268,68,OK
BATT04769,3.69,0.69,22.9,1269,69,OK
BATT04770,3.7,0.7,20.0,1270,70,WARN
BATT04771,3.71,0.71,20.1,1271,71,OK
BATT04772,3.72,0.72,20.2,1272,72,OK
BATT04773,3.73,0.73,20.3,1273,73,OK
BATT04774,3.74,0.74,20.4,1274,74,OK
BATT04775,3.75,0.75,20.5,1275,75,OK
BATT04776,3.76,0.76,20.6,1276,76,OK
BATT04777,3.77,0.77,20.7,1277,77,OK
BATT04778,3.78,0.78,20.8,1278,78,OK
BATT04779,3.79,0.79,20.9,1279,79,OK
BATT04780,3.8,0.8,21.0,1280,80,WARN
BATT04781,3.81,0.81,21.1,1281,81,OK
BATT04782,3.82,0.82,21.2,1282,82,OK
BATT04783,3.83,0.83,21.3,1283,83,OK
BATT04784,3.84,0.84,21.4,1284,84,OK
BATT04785,3.85,0.85,21.5,1285,85,OK
BATT04786,3.86,0.86,21.6,1286,86,OK
BATT04787,3.87,0.87,21.7,1287,87,OK
BATT04788,3.88,0.88,21.8,1288,88,OK
BATT04789,3.89,0.89,21.9,1289,89,OK
BATT04790,3.9,0.9,22.0,1290,90,WARN
BATT04791,3.91,0.91,22.1,1291,91,OK
BATT04792,3.92,0.92,22.2,1292,92,OK
BATT04793,3.93,0.93,22.3,1293,93,OK
BATT04794,3.94,0.94,22.4,1294,94,OK
BATT04795,3.95,0.95,22.5,1295,95,OK
BATT04796,3.96,0.96,22.6,1296,96,OK
BATT04797,3.97,0.97,22.7,1297,97,OK
BATT04798,3.98,0.98,22.8,1298,98,OK
BATT04799,3.99,0.99,22.9,1299,99,OK
BATT04800,3.0,0.5,20.0,1300,0,WARN
BATT04801,3.01,0.51,20.1,1301,1,OK
BATT04802,3.02,0.52,20.2,1302,2,OK
BATT04803,3.03,0.53,20.3,1303,3,OK
BATT04804,3.04,0.54,20.4,1304,4,OK
BATT04805,3.05,0.55,20.5,1305,5,OK
BATT04806,3.06,0.56,20.6,1306,6,OK
BATT04807,3.07,0.57,20.7,1307,7,OK
BATT04808,3.08,0.58,20.8,1308,8,OK
BATT04809,3.09,0.59,20.9,1309,9,OK
BATT04810,3.1,0.6,21.0,1310,10,WARN
BATT04811,3.11,0.61,21.1,1311,11,OK
BATT04812,3.12,0.62,21.2,1312,12,OK
BATT04813,3.13,0.63,21.3,1313,13,OK
BATT04814,3.14,0.64,21.4,1314,14,OK
BATT04815,3.15,0.65,21.5,1315,15,OK
BATT04816,3.16,0.66,21.6,1316,16,OK
BATT04817,3.17,0.67,21.7,1317,17,OK
BATT04818,3.18,0.68,21.8,1318,18,OK
BATT04819,3.19,0.69,21.9,1319,19,OK
BATT04820,3.2,0.7,22.0,1320,20,WARN
BATT04821,3.21,0.71,22.1,1321,21,OK
BATT04822,3.22,0.72,22.2,1322,22,OK
BATT04823,3.23,0.73,22.3,1323,23,OK
BATT04824,3.24,0.74,22.4,1324,24,OK
BATT04825,3.25,0.75,22.5,1325,25,OK
BATT04826,3.26,0.76,22.6,1326,26,OK
BATT04827,3.27,0.77,22.7,1327,27,OK
BATT04828,3.28,0.78,22.8,1328,28,OK
BATT04829,3.29,0.79,22.9,1329,29,OK
BATT04830,3.3,0.8,20.0,1330,30,WARN
BATT04831,3.31,0.81,20.1,1331,31,OK
BATT04832,3.32,0.82,20.2,1332,32,OK
BATT04833,3.33,0.83,20.3,1333,33,OK
BATT04834,3.34,0.84,20.4,1334,34,OK
BATT04835,3.35,0.85,20.5,1335,35,OK
BATT04836,3.36,0.86,20.6,1336,36,OK
BATT04837,3.37,0.87,20.7,1337,37,OK
BATT04838,3.38,0.88,20.8,1338,38,OK
BATT04839,3.39,0.89,20.9,1339,39,OK
BATT04840,3.4,0.9,21.0,1340,40,WARN
BATT04841,3.41,0.91,21.1,1341,41,OK
BATT04842,3.42,0.92,21.2,1342,42,OK
BATT04843,3.43,0.93,21.3,1343,43,OK
BATT04844,3.44,0.94,21.4,1344,44,OK
BATT04845,3.45,0.95,21.5,1345,45,OK
BATT04846,3.46,0.96,21.6,1346,46,OK
BATT04847,3.47,0.97,21.7,1347,47,OK
BATT04848,3.48,0.98,21.8,1348,48,OK
BATT04849,3.49,0.99,21.9,1349,49,OK
BATT04850,3.5,0.5,22.0,1350,50,WARN
BATT04851,3.51,0.51,22.1,1351,51,OK
BATT04852,3.52,0.52,22.2,1352,52,OK
BATT04853,3.53,0.53,22.3,1353,53,OK
BATT04854,3.54,0.54,22.4,1354,54,OK
BATT04855,3.55,0.55,22.5,1355,55,OK
BATT04856,3.56,0.56,22.6,1356,56,OK
BATT04857,3.57,0.57,22.7,1357,57,OK
BATT04858,3.58,0.58,22.8,1358,58,OK
BATT04859,3.59,0.59,22.9,1359,59,OK
BATT04860,3.6,0.6,20.0,1360,60,WARN
BATT04861,3.61,0.61,20.1,1361,61,OK
BATT04862,3.62,0.62,20.2,1362,62,OK
BATT04863,3.63,0.63,20.3,1363,63,OK
BATT04864,3.64,0.64,20.4,1364,64,OK
BATT04865,3.65,0.65,20.5,1365,65,OK
BATT04866,3.66,0.66,20.6,1366,66,OK
BATT04867,3.67,0.67,20.7,1367,67,OK
BATT04868,3.68,0.68,20.8,1368,68,OK
BATT04869,3.69,0.69,20.9,1369,69,OK
BATT04870,3.7,0.7,21.0,1370,70,WARN
BATT04871,3.71,0.71,21.1,1371,71,OK
BATT04872,3.72,0.72,21.2,1372,72,OK
BATT04873,3.73,0.73,21.3,1373,73,OK
BATT04874,3.74,0.74,21.4,1374,74,OK
BATT04875,3.75,0.75,21.5,1375,75,OK
BATT04876,3.76,0.76,21.6,1376,76,OK
BATT04877,3.77,0.77,21.7,1377,77,OK
BATT04878,3.78,0.78,21.8,1378,78,OK
BATT04879,3.79,0.79,21.9,1379,79,OK
BATT04880,3.8,0.8,22.0,1380,80,WARN
BATT04881,3.81,0.81,22.1,1381,81,OK
BATT04882,3.82,0.82,22.2,1382,82,OK
BATT04883,3.83,0.83,22.3,1383,83,OK
BATT04884,3.84,0.84,22.4,1384,84,OK
BATT04885,3.85,0.85,22.5,1385,85,OK
BATT04886,3.86,0.86,22.6,1386,86,OK
BATT04887,3.87,0.87,22.7,1387,87,OK
BATT04888,3.88,0.88,22.8,1388,88,OK
BATT04889,3.89,0.89,22.9,1389,89,OK
BATT04890,3.9,0.9,20.0,1390,90,WARN
BATT04891,3.91,0.91,20.1,1391,91,OK
BATT04892,3.92,0.92,20.2,1392,92,OK
BATT04893,3.93,0.93,20.3,1393,93,OK
BATT04894,3.94,0.94,20.4,1394,94,OK
BATT04895,3.95,0.95,20.5,1395,95,OK
BATT04896,3.96,0.96,20.6,1396,96,OK
BATT04897,3.97,0.97,20.7,1397,97,OK
BATT04898,3.98,0.98,20.8,1398,98,OK
BATT04899,3.99,0.99,20.9,1399,99,OK
BATT04900,3.0,0.5,21.0,1400,0,WARN
BATT04901,3.01,0.51,21.1,1401,1,OK
BATT04902,3.02,0.52,21.2,1402,2,OK
BATT04903,3.03,0.53,21.3,1403,3,OK
BATT04904,3.04,0.54,21.4,1404,4,OK
BATT04905,3.05,0.55,21.5,1405,5,OK
BATT04906,3.06,0.56,21.6,1406,6,OK
BATT04907,3.07,0.57,21.7,1407,7,OK
BATT04908,3.08,0.58,21.8,1408,8,OK
BATT04909,3.09,0.59,21.9,1409,9,OK
BATT04910,3.1,0.6,22.0,1410,10,WARN
BATT04911,3.11,0.61,22.1,1411,11,OK
BATT04912,3.12,0.62,22.2,1412,12,OK
BATT04913,3.13,0.63,22.3,1413,13,OK
BATT04914,3.14,0.64,22.4,1414,14,OK
BATT04915,3.15,0.65,22.5,1415,15,OK
BATT04916,3.16,0.66,22.6,1416,16,OK
BATT04917,3.17,0.67,22.7,1417,17,OK
BATT04918,3.18,0.68,22.8,1418,18,OK
BATT04919,3.19,0.69,22.9,1419,19,OK
BATT04920,3.2,0.7,20.0,1420,20,WARN
BATT04921,3.21,0.71,20.1,1421,21,OK
BATT04922,3.22,0.72,20.2,1422,22,OK
BATT04923,3.23,0.73,20.3,1423,23,OK
BATT04924,3.24,0.74,20.4,1424,24,OK
BATT04925,3.25,0.75,20.5,1425,25,OK
BATT04926,3.26,0.76,20.6,1426,26,OK
BATT04927,3.27,0.77,20.7,1427,27,OK
BATT04928,3.28,0.78,20.8,1428,28,OK
BATT04929,3.29,0.79,20.9,1429,29,OK
BATT04930,3.3,0.8,21.0,1430,30,WARN
BATT04931,3.31,0.81,21.1,1431,31,OK
BATT04932,3.32,0.82,21.2,1432,32,OK
BATT04933,3.33,0.83,21.3,1433,33,OK
BATT04934,3.34,0.84,21.4,1434,34,OK
BATT04935,3.35,0.85,21.5,1435,35,OK
BATT04936,3.36,0.86,21.6,1436,36,OK
BATT04937,3.37,0.87,21.7,1437,37,OK
BATT04938,3.38,0.88,21.8,1438,38,OK
BATT04939,3.39,0.89,21.9,1439,39,OK
BATT04940,3.4,0.9,22.0,1440,40,WARN
BATT04941,3.41,0.91,22.1,1441,41,OK
BATT04942,3.42,0.92,22.2,1442,42,OK
BATT04943,3.43,0.93,22.3,1443,43,OK
BATT04944,3.44,0.94,22.4,1444,44,OK
BATT04945,3.45,0.95,22.5,1445,45,OK
BATT04946,3.46,0.96,22.6,1446,46,OK
BATT04947,3.47,0.97,22.7,1447,47,OK
BATT04948,3.48,0.98,22.8,1448,48,OK
BATT04949,3.49,0.99,22.9,1449,49,OK
BATT04950,3.5,0.5,20.0,1450,50,WARN
BATT04951,3.51,0.51,20.1,1451,51,OK
BATT04952,3.52,0.52,20.2,1452,52,OK
BATT04953,3.53,0.53,20.3,1453,53,OK
BATT04954,3.54,0.54,20.4,1454,54,OK
BATT04955,3.55,0.55,20.5,1455,55,OK
BATT04956,3.56,0.56,20.6,1456,56,OK
BATT04957,3.57,0.57,20.7,1457,57,OK
BATT04958,3.58,0.58,20.8,1458,58,OK
BATT04959,3.59,0.59,20.9,1459,59,OK
BATT04960,3.6,0.6,21.0,1460,60,WARN
BATT04961,3.61,0.61,21.1,1461,61,OK
